"","text","favorited","favoriteCount","created","truncated","id","retweetCount","isRetweet","retweeted","RETWEETHOT"
"642","RT @DoKomi: New #VTuber guests at #DigiKomi x Amazon Online convention:

Adorable sharky @gawrgura and wholesome priestess @ninomaeinanis j…",FALSE,0,2021-09-29 23:21:53,FALSE,"1443355378985553922",520,TRUE,FALSE,"many"
"643","#onlineshopping #shoppingonline #online #shopping #onlineshop Check out my top recommended shopping sites https://t.co/7msnJSm85P",FALSE,0,2021-09-29 23:21:18,FALSE,"1443355231509786628",0,FALSE,FALSE,"none"
"644","I hate going grocery shopping, but I also hate grocery shopping online. I like to see everything that’s available",FALSE,3,2021-09-29 23:21:14,FALSE,"1443355214514298887",1,FALSE,FALSE,"little"
"645","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:21:01,FALSE,"1443355161573822466",283,TRUE,FALSE,"some"
"646","RT @VictoriaStaat: Check out The Trousseau. An exciting, suspenseful, love story that will have you wondering what will happen next. Watch…",FALSE,0,2021-09-29 23:20:45,FALSE,"1443355095815671809",146,TRUE,FALSE,"some"
"647","Augmented Reality In Ecommerce: How AR, VR And 3D Are Changing Online Shopping
https://t.co/aRmMgjgUXf #shopify #ecommerce #shopifyplus",FALSE,0,2021-09-29 23:20:35,FALSE,"1443355054833086464",0,FALSE,FALSE,"none"
"648","Augmented Reality In Ecommerce: How AR, VR And 3D Are Changing Online Shopping
https://t.co/GnuvLaTtcI #shopify #ecommerce #shopifyplus",FALSE,1,2021-09-29 23:20:35,FALSE,"1443355053486661634",0,FALSE,FALSE,"none"
"649","For those interested in historic #Klemm
 sports aircraft and/or their developer Hanns Klemm, I have published my bo… https://t.co/YXIYBY4ad8",FALSE,0,2021-09-29 23:20:31,TRUE,"1443355036663287818",0,FALSE,FALSE,"none"
"650","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:19:48,FALSE,"1443354856970985474",283,TRUE,FALSE,"some"
"651","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:19:22,FALSE,"1443354747415580672",283,TRUE,FALSE,"some"
"652","RT @FanFunDamian: Want to eat/drink where Axe, Chuck, Wendy, Wags and others do in #Billions? Then this book is for you - now available on…",FALSE,0,2021-09-29 23:18:58,FALSE,"1443354647234818051",4,TRUE,FALSE,"little"
"653","RT @amazonIN: Lakhs of sellers and their stories of resilience, together make Amazon. #WeAreAmazon
From working with artisans in Tripura to…",FALSE,0,2021-09-29 23:18:41,FALSE,"1443354575306584067",137,TRUE,FALSE,"some"
"654","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:18:25,FALSE,"1443354507128328193",283,TRUE,FALSE,"some"
"655","RT @DoKomi: New #VTuber guests at #DigiKomi x Amazon Online convention:

Adorable sharky @gawrgura and wholesome priestess @ninomaeinanis j…",FALSE,0,2021-09-29 23:18:05,FALSE,"1443354424819138562",520,TRUE,FALSE,"many"
"656","RT @WalkerBragman: So Amazon is now:

- a video game studio
- a movie studio
- an online retailer
- an electronics manufacturer
- a cloud h…",FALSE,0,2021-09-29 23:17:20,FALSE,"1443354234372509697",283,TRUE,FALSE,"some"
"657","<U+0001F496><U+0001F381> online shopping and free shipping <U+0001F381><U+0001F496><U+2708><U+0001F30D>
https://t.co/wUUeARCt8m <U+0001F60D><U+0001F496><U+0001F495> https://t.co/5cvIspJRxf",FALSE,0,2021-09-29 23:17:18,FALSE,"1443354225908584449",0,FALSE,FALSE,"none"
